Unnamed: 0.1,Unnamed: 0,KEY,ID,Day_GMS,Date_GMS,Day_Type,ID_Trip_Days,Type_Trip_OD,Area_O,Area_D,Code_INSEE_O,Code_INSEE_D,Zone_O,Zone_D,Date_O,Time_O,Date_D,Time_D,Duration,Purpose_O,Purpose_D,Main_Mode,Mode_1,Mode_2,Mode_3,Mode_4,Mode_5,Weight_Day
24466,24466,16_3961-samedi-45031-4,16_3961,Saturday,2023-04-15,Normal,4,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75103,75103,PARIS,PARIS,2023-04-15,14:38:00,2023-04-15,14:46:00,8.0,LEISURE,RETURN_HOME,WALKING,WALKING,,,,,145.64331992
24467,24467,16_3961-samedi-45031-5,16_3961,Saturday,2023-04-15,Normal,5,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75103,75103,PARIS,PARIS,2023-04-15,17:45:00,2023-04-15,18:15:00,30.0,DEPART_HOME,LEISURE,WALKING,WALKING,,,,,145.64331992
24468,24468,16_3961-samedi-45031-6,16_3961,Saturday,2023-04-15,Normal,6,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75103,75103,PARIS,PARIS,2023-04-15,18:15:00,2023-04-15,18:45:00,30.0,LEISURE,RETURN_HOME,WALKING,WALKING,,,,,145.64331992
24469,24469,16_3961-samedi-45031-7,16_3961,Saturday,2023-04-15,Normal,7,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75103,75104,PARIS,PARIS,2023-04-15,19:50:00,2023-04-15,20:08:00,18.0,DEPART_HOME,OTHER,BIKE,BIKE,,,,,145.64331992
24470,24470,16_3961-samedi-45031-8,16_3961,Saturday,2023-04-15,Normal,8,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75104,75104,PARIS,PARIS,2023-04-15,20:47:00,2023-04-15,20:54:00,7.0,OTHER,LEISURE,WALKING,WALKING,,,,,145.64331992
24471,24471,16_3961-samedi-45031-9,16_3961,Saturday,2023-04-15,Normal,9,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75104,75103,PARIS,PARIS,2023-04-15,22:36:00,2023-04-15,22:56:00,20.0,LEISURE,RETURN_HOME,BIKE,BIKE,,,,,145.64331992
24472,24472,16_3961-dimanche-45032-1,16_3961,Sunday,2023-04-16,Normal,1,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75103,75111,PARIS,PARIS,2023-04-16,13:47:00,2023-04-16,13:57:00,10.0,DEPART_HOME,PURCHASE,SUBWAY,SUBWAY,,,,,135.56947034
24473,24473,16_3961-dimanche-45032-2,16_3961,Sunday,2023-04-16,Normal,2,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75111,75103,PARIS,PARIS,2023-04-16,14:26:00,2023-04-16,14:50:00,24.0,PURCHASE,RETURN_HOME,SUBWAY,SUBWAY,,,,,135.56947034
24474,24474,16_3961-dimanche-45032-3,16_3961,Sunday,2023-04-16,Normal,3,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75103,75103,PARIS,PARIS,2023-04-16,16:01:00,2023-04-16,16:28:00,27.0,DEPART_HOME,LEISURE,WALKING,WALKING,,,,,135.56947034
24475,24475,16_3961-dimanche-45032-4,16_3961,Sunday,2023-04-16,Normal,4,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-1ER-ARRONDISSEMENT,75103,75101,PARIS,PARIS,2023-04-16,16:28:00,2023-04-16,16:55:00,27.0,LEISURE,LEISURE,WALKING,WALKING,,,,,135.56947034
24476,24476,16_3961-dimanche-45032-5,16_3961,Sunday,2023-04-16,Normal,5,Internal,PARIS-1ER-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75101,75103,PARIS,PARIS,2023-04-16,18:04:00,2023-04-16,18:24:00,20.0,LEISURE,RETURN_HOME,WALKING,WALKING,,,,,135.56947034
24477,24477,16_3961-lundi-45033-1,16_3961,Monday,2023-04-17,Normal,1,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-2E-ARRONDISSEMENT,75103,75102,PARIS,PARIS,2023-04-17,13:58:00,2023-04-17,14:15:00,17.0,DEPART_HOME,LEISURE,WALKING,WALKING,,,,,105.41404972
24478,24478,16_3961-lundi-45033-2,16_3961,Monday,2023-04-17,Normal,2,Internal,PARIS-2E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75102,75103,PARIS,PARIS,2023-04-17,16:29:00,2023-04-17,16:41:00,12.0,LEISURE,RETURN_HOME,WALKING,WALKING,,,,,105.41404972
24479,24479,16_3961-lundi-45033-3,16_3961,Monday,2023-04-17,Normal,3,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75103,75103,PARIS,PARIS,2023-04-17,20:00:00,2023-04-17,20:02:00,2.0,DEPART_HOME,OTHER,WALKING,WALKING,,,,,105.41404972
24480,24480,16_3961-lundi-45033-4,16_3961,Monday,2023-04-17,Normal,4,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75103,75103,PARIS,PARIS,2023-04-17,20:15:00,2023-04-17,20:17:00,2.0,OTHER,RETURN_HOME,WALKING,WALKING,,,,,105.41404972
24481,24481,16_3961-mardi-45034-1,16_3961,Tuesday,2023-04-18,Normal,1,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-5E-ARRONDISSEMENT,75103,75105,PARIS,PARIS,2023-04-18,08:18:00,2023-04-18,08:42:00,24.0,DEPART_HOME,BUSINESS,BIKE,BIKE,,,,,106.78078452
24482,24482,16_3961-mardi-45034-2,16_3961,Tuesday,2023-04-18,Normal,2,Internal,PARIS-5E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75105,75103,PARIS,PARIS,2023-04-18,16:31:00,2023-04-18,16:46:00,15.0,BUSINESS,RETURN_HOME,BIKE,BIKE,,,,,106.78078452
24483,24483,16_3961-mardi-45034-3,16_3961,Tuesday,2023-04-18,Normal,3,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75103,75103,PARIS,PARIS,2023-04-18,19:30:00,2023-04-18,19:35:00,5.0,DEPART_HOME,PURCHASE,WALKING,WALKING,,,,,106.78078452
24484,24484,16_3961-mardi-45034-4,16_3961,Tuesday,2023-04-18,Normal,4,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75103,75103,PARIS,PARIS,2023-04-18,19:45:00,2023-04-18,19:50:00,5.0,PURCHASE,RETURN_HOME,WALKING,WALKING,,,,,106.78078452
24485,24485,16_3961-mercredi-45035-PDT,16_3961,Wednesday,2023-04-19,Normal,No_Traces,,,,,,,,,,,,,,,,,,,,,0.0
24486,24486,16_3961-jeudi-45036-1,16_3961,Thursday,2023-04-20,Normal,1,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-5E-ARRONDISSEMENT,75103,75105,PARIS,PARIS,2023-04-20,09:57:00,2023-04-20,10:23:00,26.0,DEPART_HOME,WORK,BIKE,BIKE,,,,,102.99105424
24487,24487,16_3961-jeudi-45036-2,16_3961,Thursday,2023-04-20,Normal,2,Internal,PARIS-5E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75105,75103,PARIS,PARIS,2023-04-20,16:15:00,2023-04-20,16:34:00,19.0,WORK,RETURN_HOME,BIKE,BIKE,,,,,102.99105424
24488,24488,16_3961-vendredi-45037-1,16_3961,Friday,2023-04-21,Normal,1,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-5E-ARRONDISSEMENT,75103,75105,PARIS,PARIS,2023-04-21,11:30:00,2023-04-21,11:51:00,21.0,DEPART_HOME,WORK,BIKE,BIKE,,,,,103.20616829
24489,24489,16_3961-vendredi-45037-2,16_3961,Friday,2023-04-21,Normal,2,Internal,PARIS-5E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75105,75103,PARIS,PARIS,2023-04-21,15:04:00,2023-04-21,15:27:00,23.0,WORK,RETURN_HOME,BIKE,BIKE,,,,,103.20616829
24490,24490,16_3961-vendredi-45037-3,16_3961,Friday,2023-04-21,Normal,3,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75103,75103,PARIS,PARIS,2023-04-21,19:30:00,2023-04-21,19:35:00,5.0,DEPART_HOME,PURCHASE,WALKING,WALKING,,,,,103.20616829
24491,24491,16_3961-vendredi-45037-4,16_3961,Friday,2023-04-21,Normal,4,Internal,PARIS-3E-ARRONDISSEMENT,PARIS-3E-ARRONDISSEMENT,75103,75103,PARIS,PARIS,2023-04-21,19:45:00,2023-04-21,19:50:00,5.0,PURCHASE,RETURN_HOME,WALKING,WALKING,,,,,103.20616829
24569,24569,16_3969-mercredi-45035-1,16_3969,Wednesday,2023-04-19,Normal,1,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75120,75104,PARIS,PARIS,2023-04-19,07:08:00,2023-04-19,07:30:00,22.0,DEPART_HOME,WORK,SUBWAY,SUBWAY,,,,,413.11946225
24570,24570,16_3969-mercredi-45035-2,16_3969,Wednesday,2023-04-19,Normal,2,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75104,75104,PARIS,PARIS,2023-04-19,13:23:00,2023-04-19,13:37:00,14.0,WORK,OTHER,WALKING,WALKING,,,,,413.11946225
24571,24571,16_3969-mercredi-45035-3,16_3969,Wednesday,2023-04-19,Normal,3,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75104,75104,PARIS,PARIS,2023-04-19,13:39:00,2023-04-19,13:45:00,6.0,OTHER,WORK,WALKING,WALKING,,,,,413.11946225
24572,24572,16_3969-mercredi-45035-4,16_3969,Wednesday,2023-04-19,Normal,4,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75104,75111,PARIS,PARIS,2023-04-19,16:37:00,2023-04-19,17:07:00,30.0,WORK,LEISURE,SUBWAY,SUBWAY,,,,,413.11946225
24573,24573,16_3969-mercredi-45035-5,16_3969,Wednesday,2023-04-19,Normal,5,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75111,75120,PARIS,PARIS,2023-04-19,18:30:00,2023-04-19,18:51:00,21.0,LEISURE,PURCHASE,SUBWAY,SUBWAY,SUBWAY,,,,413.11946225
24574,24574,16_3969-mercredi-45035-6,16_3969,Wednesday,2023-04-19,Normal,6,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75120,75120,PARIS,PARIS,2023-04-19,18:53:00,2023-04-19,18:59:00,6.0,PURCHASE,RETURN_HOME,WALKING,WALKING,,,,,413.11946225
24575,24575,16_3969-jeudi-45036-1,16_3969,Thursday,2023-04-20,Normal,1,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75120,75104,PARIS,PARIS,2023-04-20,07:11:00,2023-04-20,07:32:00,21.0,DEPART_HOME,WORK,SUBWAY,SUBWAY,,,,,416.82287198
24576,24576,16_3969-jeudi-45036-2,16_3969,Thursday,2023-04-20,Normal,2,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75104,75104,PARIS,PARIS,2023-04-20,13:16:00,2023-04-20,13:26:00,10.0,WORK,OTHER,WALKING,WALKING,,,,,416.82287198
24577,24577,16_3969-jeudi-45036-3,16_3969,Thursday,2023-04-20,Normal,3,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75104,75104,PARIS,PARIS,2023-04-20,13:28:00,2023-04-20,13:34:00,6.0,OTHER,WORK,WALKING,WALKING,,,,,416.82287198
24578,24578,16_3969-jeudi-45036-4,16_3969,Thursday,2023-04-20,Normal,4,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75104,75120,PARIS,PARIS,2023-04-20,16:48:00,2023-04-20,17:11:00,23.0,WORK,RETURN_HOME,SUBWAY,SUBWAY,,,,,416.82287198
24579,24579,16_3969-vendredi-45037-1,16_3969,Friday,2023-04-21,Normal,1,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75120,75104,PARIS,PARIS,2023-04-21,07:00:00,2023-04-21,07:37:00,37.0,DEPART_HOME,WORK,SUBWAY,SUBWAY,,,,,417.27751997
24580,24580,16_3969-vendredi-45037-2,16_3969,Friday,2023-04-21,Normal,2,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75104,75104,PARIS,PARIS,2023-04-21,13:35:00,2023-04-21,13:40:00,5.0,WORK,OTHER,WALKING,WALKING,,,,,417.27751997
24581,24581,16_3969-vendredi-45037-3,16_3969,Friday,2023-04-21,Normal,3,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75104,75104,PARIS,PARIS,2023-04-21,13:54:00,2023-04-21,14:07:00,13.0,OTHER,WORK,WALKING,WALKING,,,,,417.27751997
24582,24582,16_3969-vendredi-45037-4,16_3969,Friday,2023-04-21,Normal,4,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75104,75120,PARIS,PARIS,2023-04-21,17:36:00,2023-04-21,18:08:00,32.0,WORK,RETURN_HOME,SUBWAY,SUBWAY,,,,,417.27751997
24583,24583,16_3969-vendredi-45037-5,16_3969,Friday,2023-04-21,Normal,5,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75120,75120,PARIS,PARIS,2023-04-21,18:30:00,2023-04-21,18:43:00,13.0,DEPART_HOME,PURCHASE,WALKING,WALKING,,,,,417.27751997
24584,24584,16_3969-vendredi-45037-6,16_3969,Friday,2023-04-21,Normal,6,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75120,75120,PARIS,PARIS,2023-04-21,18:54:00,2023-04-21,19:04:00,10.0,PURCHASE,RETURN_HOME,WALKING,WALKING,,,,,417.27751997
24585,24585,16_3969-samedi-45038-1,16_3969,Saturday,2023-04-22,School holiday,1,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-19E-ARRONDISSEMENT,75120,75119,PARIS,PARIS,2023-04-22,08:47:00,2023-04-22,08:57:00,10.0,DEPART_HOME,LEISURE,SUBWAY,SUBWAY,,,,,471.01396487
24586,24586,16_3969-samedi-45038-2,16_3969,Saturday,2023-04-22,School holiday,2,Internal,PARIS-19E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75119,75120,PARIS,PARIS,2023-04-22,11:36:00,2023-04-22,11:40:00,4.0,LEISURE,PURCHASE,SUBWAY,SUBWAY,,,,,471.01396487
24587,24587,16_3969-samedi-45038-3,16_3969,Saturday,2023-04-22,School holiday,3,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75120,75120,PARIS,PARIS,2023-04-22,11:55:00,2023-04-22,12:00:00,5.0,PURCHASE,RETURN_HOME,WALKING,WALKING,,,,,471.01396487
24588,24588,16_3969-samedi-45038-4,16_3969,Saturday,2023-04-22,School holiday,4,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-19E-ARRONDISSEMENT,75120,75119,PARIS,PARIS,2023-04-22,16:22:00,2023-04-22,16:33:00,11.0,DEPART_HOME,PURCHASE,WALKING,WALKING,,,,,471.01396487
24589,24589,16_3969-samedi-45038-5,16_3969,Saturday,2023-04-22,School holiday,5,Internal,PARIS-19E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75119,75120,PARIS,PARIS,2023-04-22,16:37:00,2023-04-22,16:47:00,10.0,PURCHASE,RETURN_HOME,WALKING,WALKING,,,,,471.01396487
24590,24590,16_3969-samedi-45038-6,16_3969,Saturday,2023-04-22,School holiday,6,Internal,PARIS-20E-ARRONDISSEMENT,LES LILAS,75120,93045,PARIS,IS,2023-04-22,17:22:00,2023-04-22,17:52:00,30.0,DEPART_HOME,PURCHASE,SUBWAY,SUBWAY,,,,,471.01396487
24591,24591,16_3969-samedi-45038-7,16_3969,Saturday,2023-04-22,School holiday,7,Internal,LES LILAS,PARIS-20E-ARRONDISSEMENT,93045,75120,IS,PARIS,2023-04-22,18:15:00,2023-04-22,18:35:00,20.0,PURCHASE,RETURN_HOME,SUBWAY,SUBWAY,,,,,471.01396487
24592,24592,16_3969-dimanche-45039-1,16_3969,Sunday,2023-04-23,School holiday,1,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-12E-ARRONDISSEMENT,75120,75112,PARIS,PARIS,2023-04-23,11:21:00,2023-04-23,11:44:00,23.0,DEPART_HOME,LEISURE,SUBWAY,SUBWAY,SUBWAY,,,,462.54371973
24593,24593,16_3969-dimanche-45039-2,16_3969,Sunday,2023-04-23,School holiday,2,Internal,PARIS-12E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75112,75120,PARIS,PARIS,2023-04-23,14:35:00,2023-04-23,15:02:00,27.0,LEISURE,RETURN_HOME,SUBWAY,SUBWAY,SUBWAY,,,,462.54371973
24594,24594,16_3969-dimanche-45039-3,16_3969,Sunday,2023-04-23,School holiday,3,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-19E-ARRONDISSEMENT,75120,75119,PARIS,PARIS,2023-04-23,19:00:00,2023-04-23,19:10:00,10.0,DEPART_HOME,PURCHASE,WALKING,WALKING,,,,,462.54371973
24595,24595,16_3969-dimanche-45039-4,16_3969,Sunday,2023-04-23,School holiday,4,Internal,PARIS-19E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75119,75120,PARIS,PARIS,2023-04-23,19:40:00,2023-04-23,19:50:00,10.0,PURCHASE,RETURN_HOME,WALKING,WALKING,,,,,462.54371973
24596,24596,16_3969-lundi-45040-1,16_3969,Monday,2023-04-24,School holiday,1,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75120,75104,PARIS,PARIS,2023-04-24,07:07:00,2023-04-24,07:29:00,22.0,DEPART_HOME,WORK,SUBWAY,SUBWAY,,,,,421.77304521
24597,24597,16_3969-lundi-45040-2,16_3969,Monday,2023-04-24,School holiday,2,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75104,75104,PARIS,PARIS,2023-04-24,13:10:00,2023-04-24,13:15:00,5.0,WORK,OTHER,WALKING,WALKING,,,,,421.77304521
24598,24598,16_3969-lundi-45040-3,16_3969,Monday,2023-04-24,School holiday,3,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75104,75104,PARIS,PARIS,2023-04-24,13:20:00,2023-04-24,13:25:00,5.0,OTHER,WORK,WALKING,WALKING,,,,,421.77304521
24599,24599,16_3969-lundi-45040-4,16_3969,Monday,2023-04-24,School holiday,4,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75104,75111,PARIS,PARIS,2023-04-24,16:37:00,2023-04-24,16:55:00,18.0,WORK,LEISURE,SUBWAY,SUBWAY,,,,,421.77304521
24600,24600,16_3969-lundi-45040-5,16_3969,Monday,2023-04-24,School holiday,5,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75111,75120,PARIS,PARIS,2023-04-24,18:49:00,2023-04-24,19:08:00,19.0,LEISURE,RETURN_HOME,SUBWAY,SUBWAY,,,,,421.77304521
24601,24601,16_3969-mardi-45041-1,16_3969,Tuesday,2023-04-25,School holiday,1,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75120,75104,PARIS,PARIS,2023-04-25,07:00:00,2023-04-25,08:04:00,64.0,DEPART_HOME,WORK,SUBWAY,SUBWAY,,,,,424.4085941
24602,24602,16_3969-mardi-45041-2,16_3969,Tuesday,2023-04-25,School holiday,2,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75104,75104,PARIS,PARIS,2023-04-25,13:13:00,2023-04-25,13:20:00,7.0,WORK,OTHER,WALKING,WALKING,,,,,424.4085941
24603,24603,16_3969-mardi-45041-3,16_3969,Tuesday,2023-04-25,School holiday,3,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-4E-ARRONDISSEMENT,75104,75104,PARIS,PARIS,2023-04-25,13:30:00,2023-04-25,13:36:00,6.0,OTHER,WORK,WALKING,WALKING,,,,,424.4085941
24604,24604,16_3969-mardi-45041-4,16_3969,Tuesday,2023-04-25,School holiday,4,Internal,PARIS-4E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75104,75111,PARIS,PARIS,2023-04-25,16:42:00,2023-04-25,16:48:00,6.0,WORK,LEISURE,SUBWAY,SUBWAY,,,,,424.4085941
24605,24605,16_3969-mardi-45041-5,16_3969,Tuesday,2023-04-25,School holiday,5,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75111,75120,PARIS,PARIS,2023-04-25,18:10:00,2023-04-25,18:25:00,15.0,LEISURE,PURCHASE,SUBWAY,SUBWAY,,,,,424.4085941
24606,24606,16_3969-mardi-45041-6,16_3969,Tuesday,2023-04-25,School holiday,6,Internal,PARIS-20E-ARRONDISSEMENT,PARIS-20E-ARRONDISSEMENT,75120,75120,PARIS,PARIS,2023-04-25,18:40:00,2023-04-25,18:45:00,5.0,PURCHASE,RETURN_HOME,WALKING,WALKING,,,,,424.4085941
24641,24641,16_3971-lundi-45033-1,16_3971,Monday,2023-04-17,Normal,1,Internal,PARIS-2E-ARRONDISSEMENT,PARIS-18E-ARRONDISSEMENT,75102,75118,PARIS,PARIS,2023-04-17,12:24:00,2023-04-17,12:38:00,14.0,DEPART_HOME,LEISURE,ELECT_BIKE,ELECT_BIKE,,,,,366.25307493
24642,24642,16_3971-lundi-45033-2,16_3971,Monday,2023-04-17,Normal,2,Internal,PARIS-18E-ARRONDISSEMENT,PARIS-2E-ARRONDISSEMENT,75118,75102,PARIS,PARIS,2023-04-17,14:36:00,2023-04-17,15:01:00,25.0,LEISURE,HEALTH,ELECT_BIKE,ELECT_BIKE,,,,,366.25307493
24643,24643,16_3971-lundi-45033-3,16_3971,Monday,2023-04-17,Normal,3,Internal,PARIS-2E-ARRONDISSEMENT,PARIS-9E-ARRONDISSEMENT,75102,75109,PARIS,PARIS,2023-04-17,15:23:00,2023-04-17,15:36:00,13.0,HEALTH,PURCHASE,ELECT_BIKE,ELECT_BIKE,,,,,366.25307493
24644,24644,16_3971-lundi-45033-4,16_3971,Monday,2023-04-17,Normal,4,Internal,PARIS-9E-ARRONDISSEMENT,PARIS-2E-ARRONDISSEMENT,75109,75102,PARIS,PARIS,2023-04-17,17:46:00,2023-04-17,18:01:00,15.0,PURCHASE,RETURN_HOME,ELECT_BIKE,ELECT_BIKE,,,,,366.25307493
24645,24645,16_3971-mardi-45034-1,16_3971,Tuesday,2023-04-18,Normal,1,Internal,PARIS-2E-ARRONDISSEMENT,PARIS-2E-ARRONDISSEMENT,75102,75102,PARIS,PARIS,2023-04-18,09:30:00,2023-04-18,09:40:00,10.0,DEPART_HOME,OTHER,WALKING,WALKING,,,,,370.49181886
24646,24646,16_3971-mardi-45034-2,16_3971,Tuesday,2023-04-18,Normal,2,Internal,PARIS-2E-ARRONDISSEMENT,PARIS-2E-ARRONDISSEMENT,75102,75102,PARIS,PARIS,2023-04-18,10:00:00,2023-04-18,10:14:00,14.0,OTHER,RETURN_HOME,WALKING,WALKING,,,,,370.49181886
24647,24647,16_3971-mardi-45034-3,16_3971,Tuesday,2023-04-18,Normal,3,Internal,PARIS-2E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75102,75111,PARIS,PARIS,2023-04-18,14:43:00,2023-04-18,14:54:00,11.0,DEPART_HOME,WORK,ELECT_BIKE,ELECT_BIKE,,,,,370.49181886
24648,24648,16_3971-mardi-45034-4,16_3971,Tuesday,2023-04-18,Normal,4,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-2E-ARRONDISSEMENT,75111,75102,PARIS,PARIS,2023-04-18,23:10:00,2023-04-18,23:20:00,10.0,WORK,RETURN_HOME,ELECT_BIKE,ELECT_BIKE,,,,,370.49181886
24649,24649,16_3971-mercredi-45035-1,16_3971,Wednesday,2023-04-19,Normal,1,Internal,PARIS-2E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75102,75111,PARIS,PARIS,2023-04-19,09:19:00,2023-04-19,09:27:00,8.0,DEPART_HOME,WORK,ELECT_BIKE,ELECT_BIKE,,,,,352.75932661
24650,24650,16_3971-mercredi-45035-2,16_3971,Wednesday,2023-04-19,Normal,2,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-2E-ARRONDISSEMENT,75111,75102,PARIS,PARIS,2023-04-19,23:11:00,2023-04-19,23:26:00,15.0,WORK,RETURN_HOME,ELECT_BIKE,ELECT_BIKE,,,,,352.75932661
24651,24651,16_3971-jeudi-45036-1,16_3971,Thursday,2023-04-20,Normal,1,Internal,PARIS-2E-ARRONDISSEMENT,PARIS-2E-ARRONDISSEMENT,75102,75102,PARIS,PARIS,2023-04-20,08:15:00,2023-04-20,08:20:00,5.0,DEPART_HOME,OTHER,ELECT_BIKE,ELECT_BIKE,,,,,358.45626438
24652,24652,16_3971-jeudi-45036-2,16_3971,Thursday,2023-04-20,Normal,2,Internal,PARIS-2E-ARRONDISSEMENT,PARIS-2E-ARRONDISSEMENT,75102,75102,PARIS,PARIS,2023-04-20,08:35:00,2023-04-20,08:40:00,5.0,OTHER,RETURN_HOME,ELECT_BIKE,ELECT_BIKE,,,,,358.45626438
24653,24653,16_3971-jeudi-45036-3,16_3971,Thursday,2023-04-20,Normal,3,Internal,PARIS-2E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75102,75111,PARIS,PARIS,2023-04-20,09:19:00,2023-04-20,09:27:00,8.0,DEPART_HOME,WORK,ELECT_BIKE,ELECT_BIKE,,,,,358.45626438
24654,24654,16_3971-jeudi-45036-4,16_3971,Thursday,2023-04-20,Normal,4,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-2E-ARRONDISSEMENT,75111,75102,PARIS,PARIS,2023-04-20,12:05:00,2023-04-20,12:15:00,10.0,WORK,RETURN_HOME,ELECT_BIKE,ELECT_BIKE,,,,,358.45626438
24655,24655,16_3971-jeudi-45036-5,16_3971,Thursday,2023-04-20,Normal,5,Internal,PARIS-2E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75102,75111,PARIS,PARIS,2023-04-20,15:00:00,2023-04-20,15:10:00,10.0,DEPART_HOME,WORK,ELECT_BIKE,ELECT_BIKE,,,,,358.45626438
24656,24656,16_3971-jeudi-45036-6,16_3971,Thursday,2023-04-20,Normal,6,Internal,PARIS-11E-ARRONDISSEMENT,PARIS-2E-ARRONDISSEMENT,75111,75102,PARIS,PARIS,2023-04-21,01:00:00,2023-04-21,01:10:00,10.0,WORK,RETURN_HOME,ELECT_BIKE,ELECT_BIKE,,,,,358.45626438
24657,24657,16_3971-vendredi-45037-1,16_3971,Friday,2023-04-21,Normal,1,Internal,PARIS-2E-ARRONDISSEMENT,PARIS-11E-ARRONDISSEMENT,75102,75111,PARIS,PARIS,2023-04-21,12:02:00,2023-04-21,12:08:00,6.0,DEPART_HOME,WORK,ELECT_BIKE,ELECT_BIKE,,,,,359.16357992
